time,x,y,z,qw,qx,qy,qz
4.89130435,0.285687,0.000000,0.179763,0.707107,0.000000,0.000000,0.707107
4.92753623,0.282774,0.000000,0.173949,0.707107,0.000000,0.000000,0.707107
4.96376812,0.278414,0.000000,0.166745,0.707107,0.000000,0.000000,0.707107
5.0,0.272838,0.000000,0.158291,0.707107,0.000000,0.000000,0.707107
5.03623188,0.266281,0.000000,0.148725,0.707107,0.000000,0.000000,0.707107
5.07246377,0.258975,0.000000,0.138186,0.707107,0.000000,0.000000,0.707107
5.10869565,0.251155,0.000000,0.126814,0.707107,0.000000,0.000000,0.707107
5.14492754,0.243053,0.000000,0.114747,0.707107,0.000000,0.000000,0.707107
5.18115942,0.234904,0.000000,0.102125,0.707107,0.000000,0.000000,0.707107
5.2173913,0.226940,0.000000,0.089087,0.707107,0.000000,0.000000,0.707107
5.25362319,0.219393,0.000000,0.075773,0.707107,0.000000,0.000000,0.707107
5.28985507,0.212432,0.000000,0.062347,0.707107,0.000000,0.000000,0.707107
5.32608696,0.206150,0.000000,0.049007,0.707107,0.000000,0.000000,0.707107
5.36231884,0.200632,0.000000,0.035950,0.707107,0.000000,0.000000,0.707107
5.39855072,0.195966,0.000000,0.023374,0.707107,0.000000,0.000000,0.707107
5.43478261,0.192239,0.000000,0.011479,0.707107,0.000000,0.000000,0.707107
5.47101449,0.189537,0.000000,0.000461,0.707107,0.000000,0.000000,0.707107
5.50724638,0.187948,0.000000,-0.009480,0.707107,0.000000,0.000000,0.707107
5.54347826,0.187557,0.000000,-0.018147,0.707107,0.000000,0.000000,0.707107
5.57971014,0.188453,0.000000,-0.025341,0.707107,0.000000,0.000000,0.707107
5.61594203,0.190721,0.000000,-0.030864,0.707107,0.000000,0.000000,0.707107
5.65217391,0.194433,0.000000,-0.034546,0.707107,0.000000,0.000000,0.707107
5.6884058,0.199529,0.000000,-0.036438,0.707107,0.000000,0.000000,0.707107
5.72463768,0.205890,0.000000,-0.036695,0.707107,0.000000,0.000000,0.707107
5.76086957,0.213398,0.000000,-0.035473,0.707107,0.000000,0.000000,0.707107
5.79710145,0.221931,0.000000,-0.032928,0.707107,0.000000,0.000000,0.707107
5.83333333,0.231371,0.000000,-0.029216,0.707107,0.000000,0.000000,0.707107
5.86956522,0.241598,0.000000,-0.024492,0.707107,0.000000,0.000000,0.707107
5.9057971,0.252493,0.000000,-0.018912,0.707107,0.000000,0.000000,0.707107
5.94202899,0.263935,0.000000,-0.012632,0.707107,0.000000,0.000000,0.707107
5.97826087,0.275805,0.000000,-0.005807,0.707107,0.000000,0.000000,0.707107
6.01449275,0.287985,0.000000,0.001406,0.707107,0.000000,0.000000,0.707107
6.05072464,0.300353,0.000000,0.008852,0.707107,0.000000,0.000000,0.707107
6.08695652,0.312791,0.000000,0.016375,0.707107,0.000000,0.000000,0.707107
6.12318841,0.325178,0.000000,0.023819,0.707107,0.000000,0.000000,0.707107
6.15942029,0.337396,0.000000,0.031028,0.707107,0.000000,0.000000,0.707107
6.19565217,0.349325,0.000000,0.037847,0.707107,0.000000,0.000000,0.707107
6.23188406,0.360845,0.000000,0.044121,0.707107,0.000000,0.000000,0.707107
6.26811594,0.371892,0.000000,0.049789,0.707107,0.000000,0.000000,0.707107
6.30434783,0.382498,0.000000,0.054965,0.707107,0.000000,0.000000,0.707107
6.34057971,0.392709,0.000000,0.059781,0.707107,0.000000,0.000000,0.707107
6.37681159,0.402568,0.000000,0.064369,0.707107,0.000000,0.000000,0.707107
6.41304348,0.412121,0.000000,0.068862,0.707107,0.000000,0.000000,0.707107
6.44927536,0.421412,0.000000,0.073394,0.707107,0.000000,0.000000,0.707107
6.48550725,0.430485,0.000000,0.078095,0.707107,0.000000,0.000000,0.707107
6.52173913,0.439386,0.000000,0.083100,0.707107,0.000000,0.000000,0.707107
6.55797101,0.448157,0.000000,0.088540,0.707107,0.000000,0.000000,0.707107
6.5942029,0.456845,0.000000,0.094548,0.707107,0.000000,0.000000,0.707107
6.63043478,0.465494,0.000000,0.101257,0.707107,0.000000,0.000000,0.707107
6.66666667,0.474147,0.000000,0.108798,0.707107,0.000000,0.000000,0.707107
6.70289855,0.482850,0.000000,0.117306,0.707107,0.000000,0.000000,0.707107
6.73913043,0.491641,0.000000,0.126903,0.707107,0.000000,0.000000,0.707107
6.77536232,0.500388,0.000000,0.137477,0.707107,0.000000,0.000000,0.707107
6.8115942,0.508768,0.000000,0.148650,0.707107,0.000000,0.000000,0.707107
6.84782609,0.516445,0.000000,0.160029,0.707107,0.000000,0.000000,0.707107
6.88405797,0.523086,0.000000,0.171221,0.707107,0.000000,0.000000,0.707107
6.92028986,0.528357,0.000000,0.181833,0.707107,0.000000,0.000000,0.707107
6.95652174,0.531924,0.000000,0.191473,0.707107,0.000000,0.000000,0.707107
6.99275362,0.533453,0.000000,0.199747,0.707107,0.000000,0.000000,0.707107
7.02898551,0.532611,0.000000,0.206264,0.707107,0.000000,0.000000,0.707107
7.06521739,0.529112,0.000000,0.210672,0.707107,0.000000,0.000000,0.707107
7.10144928,0.523106,0.000000,0.212980,0.707107,0.000000,0.000000,0.707107
7.13768116,0.514960,0.000000,0.213381,0.707107,0.000000,0.000000,0.707107
7.17391304,0.505044,0.000000,0.212067,0.707107,0.000000,0.000000,0.707107
7.21014493,0.493729,0.000000,0.209233,0.707107,0.000000,0.000000,0.707107
7.24637681,0.481383,0.000000,0.205072,0.707107,0.000000,0.000000,0.707107
7.2826087,0.468377,0.000000,0.199778,0.707107,0.000000,0.000000,0.707107
7.31884058,0.455081,0.000000,0.193544,0.707107,0.000000,0.000000,0.707107
7.35507246,0.441865,0.000000,0.186565,0.707107,0.000000,0.000000,0.707107
7.39130435,0.429098,0.000000,0.179034,0.707107,0.000000,0.000000,0.707107
7.42753623,0.417131,0.000000,0.171133,0.707107,0.000000,0.000000,0.707107
7.46376812,0.406116,0.000000,0.162937,0.707107,0.000000,0.000000,0.707107
7.5,0.396092,0.000000,0.154458,0.707107,0.000000,0.000000,0.707107
7.53623188,0.387096,0.000000,0.145705,0.707107,0.000000,0.000000,0.707107
7.57246377,0.379164,0.000000,0.136689,0.707107,0.000000,0.000000,0.707107
7.60869565,0.372334,0.000000,0.127421,0.707107,0.000000,0.000000,0.707107
7.64492754,0.366642,0.000000,0.117912,0.707107,0.000000,0.000000,0.707107
7.68115942,0.362126,0.000000,0.108171,0.707107,0.000000,0.000000,0.707107
7.7173913,0.358821,0.000000,0.098209,0.707107,0.000000,0.000000,0.707107
7.75362319,0.356766,0.000000,0.088037,0.707107,0.000000,0.000000,0.707107
7.78985507,0.355997,0.000000,0.077665,0.707107,0.000000,0.000000,0.707107
7.82608696,0.356550,0.000000,0.067104,0.707107,0.000000,0.000000,0.707107
7.86231884,0.358448,0.000000,0.056379,0.707107,0.000000,0.000000,0.707107
7.89855072,0.361617,0.000000,0.045602,0.707107,0.000000,0.000000,0.707107
7.93478261,0.365954,0.000000,0.034916,0.707107,0.000000,0.000000,0.707107
7.97101449,0.371353,0.000000,0.024463,0.707107,0.000000,0.000000,0.707107
8.00724638,0.377710,0.000000,0.014387,0.707107,0.000000,0.000000,0.707107
8.04347826,0.384919,0.000000,0.004829,0.707107,0.000000,0.000000,0.707107
8.07971014,0.392875,0.000000,-0.004067,0.707107,0.000000,0.000000,0.707107
8.11594203,0.401474,0.000000,-0.012159,0.707107,0.000000,0.000000,0.707107
8.15217391,0.410611,0.000000,-0.019303,0.707107,0.000000,0.000000,0.707107
8.1884058,0.420181,0.000000,-0.025358,0.707107,0.000000,0.000000,0.707107
8.22463768,0.430078,0.000000,-0.030180,0.707107,0.000000,0.000000,0.707107
8.26086957,0.440201,0.000000,-0.033633,0.707107,0.000000,0.000000,0.707107
8.29710145,0.450492,0.000000,-0.035685,0.707107,0.000000,0.000000,0.707107
8.33333333,0.460931,0.000000,-0.036392,0.707107,0.000000,0.000000,0.707107
8.36956522,0.471499,0.000000,-0.035812,0.707107,0.000000,0.000000,0.707107
8.4057971,0.482175,0.000000,-0.034002,0.707107,0.000000,0.000000,0.707107
8.44202899,0.492941,0.000000,-0.031021,0.707107,0.000000,0.000000,0.707107
8.47826087,0.503778,0.000000,-0.026925,0.707107,0.000000,0.000000,0.707107
8.51449275,0.514666,0.000000,-0.021774,0.707107,0.000000,0.000000,0.707107
8.55072464,0.525585,0.000000,-0.015624,0.707107,0.000000,0.000000,0.707107
8.58695652,0.536517,0.000000,-0.008534,0.707107,0.000000,0.000000,0.707107
8.62318841,0.547441,0.000000,-0.000562,0.707107,0.000000,0.000000,0.707107
8.65942029,0.558340,0.000000,0.008235,0.707107,0.000000,0.000000,0.707107
8.69565217,0.569193,0.000000,0.017800,0.707107,0.000000,0.000000,0.707107
8.73188406,0.579980,0.000000,0.028073,0.707107,0.000000,0.000000,0.707107
8.76811594,0.590684,0.000000,0.038997,0.707107,0.000000,0.000000,0.707107
8.80434783,0.601284,0.000000,0.050514,0.707107,0.000000,0.000000,0.707107
8.84057971,0.611760,0.000000,0.062567,0.707107,0.000000,0.000000,0.707107
8.87681159,0.622095,0.000000,0.075098,0.707107,0.000000,0.000000,0.707107
8.91304348,0.632268,0.000000,0.088049,0.707107,0.000000,0.000000,0.707107
8.94927536,0.642259,0.000000,0.101361,0.707107,0.000000,0.000000,0.707107
8.98550725,0.652051,0.000000,0.114978,0.707107,0.000000,0.000000,0.707107
9.02173913,0.661622,0.000000,0.128841,0.707107,0.000000,0.000000,0.707107
9.05797101,0.670955,0.000000,0.142892,0.707107,0.000000,0.000000,0.707107
9.0942029,0.680029,0.000000,0.157075,0.707107,0.000000,0.000000,0.707107
9.13043478,0.688825,0.000000,0.171330,0.707107,0.000000,0.000000,0.707107
9.16666667,0.697325,0.000000,0.185599,0.707107,0.000000,0.000000,0.707107
9.20289855,0.705508,0.000000,0.199826,0.707107,0.000000,0.000000,0.707107
9.23913043,0.713355,0.000000,0.213953,0.707107,0.000000,0.000000,0.707107
9.27536232,0.720847,0.000000,0.227921,0.707107,0.000000,0.000000,0.707107
9.3115942,0.727965,0.000000,0.241672,0.707107,0.000000,0.000000,0.707107
9.34782609,0.734689,0.000000,0.255149,0.707107,0.000000,0.000000,0.707107
9.38405797,0.740999,0.000000,0.268294,0.707107,0.000000,0.000000,0.707107
9.42028986,0.746878,0.000000,0.281050,0.707107,0.000000,0.000000,0.707107
9.45652174,0.752304,0.000000,0.293357,0.707107,0.000000,0.000000,0.707107
9.49275362,0.757260,0.000000,0.305159,0.707107,0.000000,0.000000,0.707107
9.52898551,0.761725,0.000000,0.316398,0.707107,0.000000,0.000000,0.707107
9.56521739,0.765680,0.000000,0.327015,0.707107,0.000000,0.000000,0.707107
9.60144928,0.769106,0.000000,0.336953,0.707107,0.000000,0.000000,0.707107
9.63768116,0.771983,0.000000,0.346154,0.707107,0.000000,0.000000,0.707107
9.67391304,0.774293,0.000000,0.354561,0.707107,0.000000,0.000000,0.707107
9.71014493,0.776015,0.000000,0.362115,0.707107,0.000000,0.000000,0.707107
9.74637681,0.777131,0.000000,0.368758,0.707107,0.000000,0.000000,0.707107
9.7826087,0.777621,0.000000,0.374434,0.707107,0.000000,0.000000,0.707107
9.81884058,0.777466,0.000000,0.379083,0.707107,0.000000,0.000000,0.707107
9.85507246,0.776646,0.000000,0.382648,0.707107,0.000000,0.000000,0.707107
9.89130435,0.775142,0.000000,0.385072,0.707107,0.000000,0.000000,0.707107
9.92753623,0.772936,0.000000,0.386295,0.707107,0.000000,0.000000,0.707107
9.96376812,0.770006,0.000000,0.386262,0.707107,0.000000,0.000000,0.707107
10.0,0.766335,0.000000,0.384913,0.707107,0.000000,0.000000,0.707107
10.03623188,0.761928,0.000000,0.382238,0.707107,0.000000,0.000000,0.707107
10.07246377,0.756846,0.000000,0.378323,0.707107,0.000000,0.000000,0.707107
10.10869565,0.751156,0.000000,0.373269,0.707107,0.000000,0.000000,0.707107
10.14492754,0.744924,0.000000,0.367173,0.707107,0.000000,0.000000,0.707107
10.18115942,0.738217,0.000000,0.360137,0.707107,0.000000,0.000000,0.707107
10.2173913,0.731104,0.000000,0.352258,0.707107,0.000000,0.000000,0.707107
10.25362319,0.723650,0.000000,0.343638,0.707107,0.000000,0.000000,0.707107
10.28985507,0.715924,0.000000,0.334374,0.707107,0.000000,0.000000,0.707107
10.32608696,0.707991,0.000000,0.324567,0.707107,0.000000,0.000000,0.707107
10.36231884,0.699919,0.000000,0.314316,0.707107,0.000000,0.000000,0.707107
10.39855072,0.691776,0.000000,0.303720,0.707107,0.000000,0.000000,0.707107
10.43478261,0.683627,0.000000,0.292880,0.707107,0.000000,0.000000,0.707107
10.47101449,0.675541,0.000000,0.281894,0.707107,0.000000,0.000000,0.707107
10.50724638,0.667584,0.000000,0.270861,0.707107,0.000000,0.000000,0.707107
10.54347826,0.659823,0.000000,0.259882,0.707107,0.000000,0.000000,0.707107
10.57971014,0.652325,0.000000,0.249056,0.707107,0.000000,0.000000,0.707107
10.61594203,0.645156,0.000000,0.238476,0.707107,0.000000,0.000000,0.707107
10.65217391,0.638357,0.000000,0.228158,0.707107,0.000000,0.000000,0.707107
10.6884058,0.631946,0.000000,0.218049,0.707107,0.000000,0.000000,0.707107
10.72463768,0.625945,0.000000,0.208099,0.707107,0.000000,0.000000,0.707107
10.76086957,0.620372,0.000000,0.198255,0.707107,0.000000,0.000000,0.707107
10.79710145,0.615248,0.000000,0.188465,0.707107,0.000000,0.000000,0.707107
10.83333333,0.610593,0.000000,0.178678,0.707107,0.000000,0.000000,0.707107
10.86956522,0.606425,0.000000,0.168840,0.707107,0.000000,0.000000,0.707107
10.9057971,0.602765,0.000000,0.158901,0.707107,0.000000,0.000000,0.707107
10.94202899,0.599632,0.000000,0.148808,0.707107,0.000000,0.000000,0.707107
10.97826087,0.597047,0.000000,0.138509,0.707107,0.000000,0.000000,0.707107
11.01449275,0.595029,0.000000,0.127953,0.707107,0.000000,0.000000,0.707107
11.05072464,0.593598,0.000000,0.117086,0.707107,0.000000,0.000000,0.707107
11.08695652,0.592773,0.000000,0.105858,0.707107,0.000000,0.000000,0.707107
11.12318841,0.592574,0.000000,0.094215,0.707107,0.000000,0.000000,0.707107
11.15942029,0.593021,0.000000,0.082107,0.707107,0.000000,0.000000,0.707107
11.19565217,0.594126,0.000000,0.069534,0.707107,0.000000,0.000000,0.707107
11.23188406,0.595875,0.000000,0.056690,0.707107,0.000000,0.000000,0.707107
11.26811594,0.598245,0.000000,0.043817,0.707107,0.000000,0.000000,0.707107
11.30434783,0.601214,0.000000,0.031153,0.707107,0.000000,0.000000,0.707107
11.34057971,0.604762,0.000000,0.018940,0.707107,0.000000,0.000000,0.707107
11.37681159,0.608866,0.000000,0.007417,0.707107,0.000000,0.000000,0.707107
11.41304348,0.613505,0.000000,-0.003176,0.707107,0.000000,0.000000,0.707107
11.44927536,0.618658,0.000000,-0.012600,0.707107,0.000000,0.000000,0.707107
11.48550725,0.624302,0.000000,-0.020613,0.707107,0.000000,0.000000,0.707107
11.52173913,0.630416,0.000000,-0.026976,0.707107,0.000000,0.000000,0.707107
11.55797101,0.636979,0.000000,-0.031449,0.707107,0.000000,0.000000,0.707107
11.5942029,0.643967,0.000000,-0.033846,0.707107,0.000000,0.000000,0.707107
11.63043478,0.651345,0.000000,-0.034250,0.707107,0.000000,0.000000,0.707107
11.66666667,0.659074,0.000000,-0.032826,0.707107,0.000000,0.000000,0.707107
11.70289855,0.667117,0.000000,-0.029740,0.707107,0.000000,0.000000,0.707107
11.73913043,0.675435,0.000000,-0.025160,0.707107,0.000000,0.000000,0.707107
11.77536232,0.683990,0.000000,-0.019250,0.707107,0.000000,0.000000,0.707107
11.8115942,0.692744,0.000000,-0.012178,0.707107,0.000000,0.000000,0.707107
11.84782609,0.701659,0.000000,-0.004108,0.707107,0.000000,0.000000,0.707107
11.88405797,0.710697,0.000000,0.004793,0.707107,0.000000,0.000000,0.707107
11.92028986,0.719818,0.000000,0.014358,0.707107,0.000000,0.000000,0.707107
11.95652174,0.728986,0.000000,0.024422,0.707107,0.000000,0.000000,0.707107
11.99275362,0.738162,0.000000,0.034818,0.707107,0.000000,0.000000,0.707107
12.02898551,0.747307,0.000000,0.045381,0.707107,0.000000,0.000000,0.707107
12.06521739,0.756384,0.000000,0.055944,0.707107,0.000000,0.000000,0.707107
12.10144928,0.765355,0.000000,0.066341,0.707107,0.000000,0.000000,0.707107
12.13768116,0.774180,0.000000,0.076406,0.707107,0.000000,0.000000,0.707107
12.17391304,0.782822,0.000000,0.085974,0.707107,0.000000,0.000000,0.707107
12.21014493,0.791255,0.000000,0.094941,0.707107,0.000000,0.000000,0.707107
12.24637681,0.799484,0.000000,0.103376,0.707107,0.000000,0.000000,0.707107
